month,day,hour,carbon_intensity,cfe_percentage,Country,year
9,15,14,335.7,37.38,Italy,2022
9,15,15,332.99,37.54,Italy,2022
9,15,16,339.51,36.28,Italy,2022
9,15,17,336.69,37.14,Italy,2022
9,15,18,338.9,36.14,Italy,2022
9,15,19,354.09,33.46,Italy,2022
9,15,20,359.86,33.02,Italy,2022
9,15,21,365.45,33.18,Italy,2022
9,15,22,348.64,39.48,Italy,2022
9,15,23,351.57,39.65,Italy,2022
9,16,0,348.18,40.24,Italy,2022
9,16,1,345.63,40.8,Italy,2022
9,16,2,345.14,40.64,Italy,2022
9,16,3,349.86,38.96,Italy,2022
9,16,4,345.98,38.21,Italy,2022
9,16,5,331.51,40.73,Italy,2022
9,16,6,304.67,46.82,Italy,2022
9,16,7,288.49,48.82,Italy,2022
9,16,8,273.83,50.8,Italy,2022
9,16,9,264.28,52.37,Italy,2022
9,16,10,255.01,53.56,Italy,2022
9,16,11,251.26,54.77,Italy,2022
9,16,12,266.78,51.93,Italy,2022
9,16,13,275.46,49.15,Italy,2022
9,16,14,280.82,48.96,Italy,2022
9,16,15,295.43,46.88,Italy,2022
9,16,16,322.05,42.97,Italy,2022
9,16,17,324.58,43.21,Italy,2022
9,16,18,333.37,42.28,Italy,2022
9,16,19,341.2,38.41,Italy,2022
9,16,20,342.55,37.9,Italy,2022
9,16,21,341.88,38.56,Italy,2022
9,16,22,328.82,40.9,Italy,2022
9,16,23,329.09,41.6,Italy,2022
9,17,0,323.5,43.45,Italy,2022
9,17,1,315.26,45.58,Italy,2022
9,17,2,310.01,46.64,Italy,2022
9,17,3,296.87,49.61,Italy,2022
9,17,4,289.66,50.81,Italy,2022
9,17,5,282.4,51.41,Italy,2022
9,17,6,260.54,54.39,Italy,2022
9,17,7,252.03,55.74,Italy,2022
9,17,8,239.02,58.02,Italy,2022
9,17,9,207.95,63.67,Italy,2022
9,17,10,189.18,67.81,Italy,2022
9,17,11,174.43,70.24,Italy,2022
9,17,12,174.46,70.43,Italy,2022
9,17,13,178.15,69.74,Italy,2022
9,17,14,184.44,68.32,Italy,2022
9,17,15,216.52,62.09,Italy,2022
9,17,16,263.5,54.48,Italy,2022
9,17,17,285.99,52.04,Italy,2022
9,17,18,291.73,51.76,Italy,2022
9,17,19,286.12,52.04,Italy,2022
9,17,20,287.86,51.89,Italy,2022
9,17,21,293.03,50.82,Italy,2022
9,17,22,282.46,54.05,Italy,2022
9,17,23,270.86,56.47,Italy,2022
9,18,0,265.72,57.52,Italy,2022
9,18,1,271.91,56.82,Italy,2022
9,18,2,285.92,54.38,Italy,2022
9,18,3,307.5,50.39,Italy,2022
9,18,4,318.66,49.0,Italy,2022
9,18,5,310.04,51.38,Italy,2022
9,18,6,264.15,59.39,Italy,2022
9,18,7,217.61,66.79,Italy,2022
9,18,8,185.49,70.67,Italy,2022
9,18,9,173.97,71.91,Italy,2022
9,18,10,171.7,72.43,Italy,2022
9,18,11,171.42,72.46,Italy,2022
9,18,12,180.27,70.64,Italy,2022
9,18,13,193.48,68.17,Italy,2022
9,18,14,225.31,61.7,Italy,2022
9,18,15,275.69,53.31,Italy,2022
9,18,16,327.9,44.53,Italy,2022
9,18,17,338.34,43.11,Italy,2022
9,18,18,336.28,42.96,Italy,2022
9,18,19,343.69,39.9,Italy,2022
9,18,20,356.53,36.7,Italy,2022
9,18,21,362.91,36.31,Italy,2022
9,18,22,366.79,36.49,Italy,2022
9,18,23,368.13,37.73,Italy,2022
9,19,0,363.76,39.53,Italy,2022
9,19,1,355.96,40.6,Italy,2022
9,19,2,349.91,41.41,Italy,2022
9,19,3,349.85,39.47,Italy,2022
9,19,4,352.6,35.91,Italy,2022
9,19,5,343.09,38.21,Italy,2022
9,19,6,321.03,42.68,Italy,2022
9,19,7,300.04,45.44,Italy,2022
9,19,8,283.89,47.82,Italy,2022
9,19,9,266.42,51.61,Italy,2022
9,19,10,258.73,54.02,Italy,2022
9,19,11,255.55,54.74,Italy,2022
9,19,12,261.27,53.58,Italy,2022
9,19,13,275.66,50.41,Italy,2022
9,19,14,297.31,45.59,Italy,2022
9,19,15,333.33,37.47,Italy,2022
9,19,16,359.52,32.61,Italy,2022
9,19,17,358.25,34.85,Italy,2022
9,19,18,365.85,35.02,Italy,2022
9,19,19,380.07,28.21,Italy,2022
9,19,20,385.34,27.77,Italy,2022
9,19,21,392.26,27.5,Italy,2022
9,19,22,391.1,28.37,Italy,2022
9,19,23,395.29,28.91,Italy,2022
9,20,0,398.73,28.54,Italy,2022
9,20,1,391.44,30.27,Italy,2022
9,20,2,388.06,30.12,Italy,2022
9,20,3,394.34,28.1,Italy,2022
9,20,4,403.99,23.92,Italy,2022
9,20,5,395.28,26.29,Italy,2022
9,20,6,356.34,34.09,Italy,2022
9,20,7,334.67,37.76,Italy,2022
9,20,8,323.21,38.6,Italy,2022
9,20,9,316.91,40.34,Italy,2022
9,20,10,310.59,42.68,Italy,2022
9,20,11,309.9,43.5,Italy,2022
9,20,12,310.25,43.13,Italy,2022
9,20,13,306.97,43.72,Italy,2022
9,20,14,334.45,36.54,Italy,2022
9,20,15,365.78,30.78,Italy,2022
9,20,16,385.31,26.28,Italy,2022
9,20,17,375.6,28.45,Italy,2022
9,20,18,383.28,26.83,Italy,2022
9,20,19,413.49,21.44,Italy,2022
9,20,20,414.42,20.54,Italy,2022
9,20,21,400.79,26.79,Italy,2022
9,20,22,392.79,28.17,Italy,2022
9,20,23,399.07,27.93,Italy,2022
9,21,0,396.0,29.6,Italy,2022
9,21,1,395.83,29.61,Italy,2022
9,21,2,389.56,30.66,Italy,2022
9,21,3,393.07,28.31,Italy,2022
9,21,4,387.5,26.85,Italy,2022
9,21,5,372.33,29.59,Italy,2022
9,21,6,333.91,37.91,Italy,2022
9,21,7,318.56,40.75,Italy,2022
9,21,8,310.71,41.33,Italy,2022
9,21,9,296.37,44.95,Italy,2022
9,21,10,292.27,46.31,Italy,2022
9,21,11,277.82,49.78,Italy,2022
9,21,12,283.05,48.02,Italy,2022
9,21,13,288.85,47.07,Italy,2022
9,21,14,297.74,44.86,Italy,2022
9,21,15,325.62,37.99,Italy,2022
9,21,16,354.33,32.7,Italy,2022
9,21,17,359.42,33.6,Italy,2022
9,21,18,364.96,32.13,Italy,2022
9,21,19,380.15,27.13,Italy,2022
9,21,20,393.25,25.19,Italy,2022
9,21,21,385.28,29.35,Italy,2022
9,21,22,372.6,35.31,Italy,2022
9,21,23,365.3,37.98,Italy,2022
9,22,0,366.29,38.11,Italy,2022
9,22,1,367.9,37.78,Italy,2022
9,22,2,367.62,37.7,Italy,2022
9,22,3,377.46,34.96,Italy,2022
9,22,4,383.3,30.56,Italy,2022
9,22,5,369.06,34.56,Italy,2022
9,22,6,336.85,40.7,Italy,2022
9,22,7,312.08,43.66,Italy,2022
9,22,8,289.59,48.57,Italy,2022
9,22,9,283.01,50.62,Italy,2022
9,22,10,281.54,51.27,Italy,2022
9,22,11,285.47,50.62,Italy,2022
9,22,12,286.27,50.06,Italy,2022
9,22,13,295.98,48.55,Italy,2022
9,22,14,310.06,44.9,Italy,2022
9,22,15,337.83,38.04,Italy,2022
9,22,16,360.51,35.3,Italy,2022
9,22,17,365.15,36.3,Italy,2022
9,22,18,366.67,35.78,Italy,2022
9,22,19,382.38,30.2,Italy,2022
9,22,20,391.45,29.63,Italy,2022
9,22,21,389.01,32.42,Italy,2022
9,22,22,388.69,33.7,Italy,2022
9,22,23,385.81,35.22,Italy,2022
9,23,0,390.74,34.58,Italy,2022
9,23,1,391.01,34.33,Italy,2022
9,23,2,382.19,35.89,Italy,2022
9,23,3,380.22,34.82,Italy,2022
9,23,4,373.51,33.4,Italy,2022
9,23,5,352.7,37.46,Italy,2022
9,23,6,324.05,42.94,Italy,2022
9,23,7,312.25,44.96,Italy,2022
9,23,8,296.34,47.44,Italy,2022
9,23,9,296.06,47.66,Italy,2022
9,23,10,299.3,46.71,Italy,2022
9,23,11,306.43,46.26,Italy,2022
9,23,12,312.93,45.63,Italy,2022
9,23,13,321.53,43.61,Italy,2022
9,23,14,340.49,39.2,Italy,2022
9,23,15,365.2,35.72,Italy,2022
9,23,16,384.87,32.93,Italy,2022
9,23,17,373.41,34.34,Italy,2022
9,23,18,379.38,32.54,Italy,2022
9,23,19,408.59,26.87,Italy,2022
9,23,20,423.01,25.17,Italy,2022
9,23,21,430.66,25.7,Italy,2022
9,23,22,408.56,32.82,Italy,2022
9,23,23,411.25,33.53,Italy,2022
9,24,0,407.58,34.83,Italy,2022
9,24,1,408.17,35.29,Italy,2022
9,24,2,407.52,35.43,Italy,2022
9,24,3,402.94,35.87,Italy,2022
9,24,4,387.85,36.61,Italy,2022
9,24,5,357.86,42.71,Italy,2022
9,24,6,330.06,47.46,Italy,2022
9,24,7,311.85,49.14,Italy,2022
9,24,8,285.04,54.2,Italy,2022
9,24,9,279.16,55.39,Italy,2022
9,24,10,271.9,56.71,Italy,2022
9,24,11,283.75,54.59,Italy,2022
9,24,12,294.46,53.26,Italy,2022
9,24,13,301.92,52.49,Italy,2022
9,24,14,312.22,49.9,Italy,2022
9,24,15,335.72,44.76,Italy,2022
9,24,16,334.62,47.4,Italy,2022
9,24,17,324.68,49.94,Italy,2022
9,24,18,332.25,49.81,Italy,2022
9,24,19,349.92,43.68,Italy,2022
9,24,20,355.94,44.77,Italy,2022
9,24,21,363.24,44.87,Italy,2022
9,24,22,337.18,49.7,Italy,2022
9,24,23,337.02,50.28,Italy,2022
9,25,0,339.2,49.72,Italy,2022
9,25,1,336.08,50.54,Italy,2022
9,25,2,334.71,50.84,Italy,2022
9,25,3,337.04,49.78,Italy,2022
9,25,4,334.48,50.74,Italy,2022
9,25,5,332.45,51.23,Italy,2022
9,25,6,311.36,53.93,Italy,2022
9,25,7,276.45,59.39,Italy,2022
9,25,8,271.1,60.86,Italy,2022
9,25,9,270.91,60.96,Italy,2022
9,25,10,274.45,60.21,Italy,2022
9,25,11,269.25,61.02,Italy,2022
9,25,12,272.84,59.83,Italy,2022
9,25,13,278.19,58.47,Italy,2022
9,25,14,286.38,57.34,Italy,2022
9,25,15,301.66,53.73,Italy,2022
9,25,16,319.64,50.37,Italy,2022
9,25,17,312.26,54.27,Italy,2022
9,25,18,313.61,54.12,Italy,2022
9,25,19,323.96,49.81,Italy,2022
9,25,20,335.87,47.66,Italy,2022
9,25,21,345.63,47.26,Italy,2022
9,25,22,340.48,49.36,Italy,2022
9,25,23,333.61,50.41,Italy,2022
9,26,0,335.65,49.85,Italy,2022
9,26,1,328.59,51.16,Italy,2022
9,26,2,326.39,50.62,Italy,2022
9,26,3,333.19,47.01,Italy,2022
9,26,4,343.29,42.0,Italy,2022
9,26,5,353.35,40.45,Italy,2022
9,26,6,329.56,43.98,Italy,2022
9,26,7,332.18,42.95,Italy,2022
9,26,8,328.25,43.52,Italy,2022
9,26,9,318.73,44.02,Italy,2022
9,26,10,308.46,45.55,Italy,2022
9,26,11,302.63,46.88,Italy,2022
9,26,12,317.79,42.8,Italy,2022
9,26,13,326.33,40.66,Italy,2022
9,26,14,339.76,38.2,Italy,2022
9,26,15,349.76,38.0,Italy,2022
9,26,16,362.55,35.85,Italy,2022
9,26,17,353.06,37.98,Italy,2022
9,26,18,355.51,37.16,Italy,2022
9,26,19,363.93,35.38,Italy,2022
9,26,20,354.27,38.2,Italy,2022
9,26,21,350.96,40.29,Italy,2022
9,26,22,324.7,45.75,Italy,2022
9,26,23,314.02,48.59,Italy,2022
9,27,0,307.76,50.24,Italy,2022
9,27,1,304.44,50.68,Italy,2022
9,27,2,306.48,50.06,Italy,2022
9,27,3,310.78,48.56,Italy,2022
9,27,4,326.47,42.67,Italy,2022
9,27,5,319.02,44.32,Italy,2022
9,27,6,288.22,49.59,Italy,2022
9,27,7,264.67,54.13,Italy,2022
9,27,8,252.35,55.42,Italy,2022
9,27,9,237.27,56.77,Italy,2022
9,27,10,234.2,56.28,Italy,2022
9,27,11,225.13,58.5,Italy,2022
9,27,12,237.19,55.65,Italy,2022
9,27,13,239.53,55.53,Italy,2022
9,27,14,259.92,51.96,Italy,2022
9,27,15,286.25,45.95,Italy,2022
9,27,16,299.22,44.74,Italy,2022
9,27,17,299.03,45.95,Italy,2022
9,27,18,309.0,44.46,Italy,2022
9,27,19,321.27,42.61,Italy,2022
9,27,20,325.49,41.73,Italy,2022
9,27,21,320.1,44.57,Italy,2022
9,27,22,318.97,45.44,Italy,2022
9,27,23,317.9,45.79,Italy,2022
9,28,0,314.65,46.64,Italy,2022
9,28,1,312.57,46.95,Italy,2022
9,28,2,305.57,47.19,Italy,2022
9,28,3,319.22,43.5,Italy,2022
9,28,4,339.84,38.32,Italy,2022
9,28,5,331.85,39.83,Italy,2022
9,28,6,307.75,44.85,Italy,2022
9,28,7,291.95,47.16,Italy,2022
9,28,8,277.85,49.07,Italy,2022
9,28,9,264.09,50.78,Italy,2022
9,28,10,268.89,49.17,Italy,2022
9,28,11,259.0,50.73,Italy,2022
9,28,12,264.95,49.38,Italy,2022
9,28,13,270.62,49.21,Italy,2022
9,28,14,303.29,45.23,Italy,2022
9,28,15,332.65,38.88,Italy,2022
9,28,16,354.32,35.08,Italy,2022
9,28,17,360.27,34.7,Italy,2022
9,28,18,366.5,34.24,Italy,2022
9,28,19,380.54,31.3,Italy,2022
9,28,20,386.15,31.09,Italy,2022
9,28,21,385.83,31.24,Italy,2022
9,28,22,376.65,33.67,Italy,2022
9,28,23,377.76,33.52,Italy,2022
9,29,0,378.2,34.0,Italy,2022
9,29,1,371.93,36.18,Italy,2022
9,29,2,382.03,32.99,Italy,2022
9,29,3,388.55,30.32,Italy,2022
9,29,4,380.18,31.31,Italy,2022
9,29,5,363.86,34.09,Italy,2022
9,29,6,329.9,40.29,Italy,2022
9,29,7,319.28,43.76,Italy,2022
9,29,8,302.94,45.2,Italy,2022
9,29,9,305.89,43.82,Italy,2022
9,29,10,303.81,44.73,Italy,2022
9,29,11,298.58,45.25,Italy,2022
9,29,12,299.44,45.73,Italy,2022
9,29,13,300.19,45.69,Italy,2022
9,29,14,323.58,40.62,Italy,2022
9,29,15,346.68,37.15,Italy,2022
9,29,16,351.0,35.03,Italy,2022
9,29,17,356.56,35.74,Italy,2022
9,29,18,366.91,32.77,Italy,2022
9,29,19,386.32,28.54,Italy,2022
9,29,20,400.99,24.42,Italy,2022
9,29,21,394.78,26.99,Italy,2022
9,29,22,373.51,33.2,Italy,2022
9,29,23,360.63,37.19,Italy,2022
9,30,0,366.04,36.48,Italy,2022
9,30,1,371.25,35.39,Italy,2022
9,30,2,372.11,34.79,Italy,2022
9,30,3,384.6,30.46,Italy,2022
9,30,4,379.88,30.29,Italy,2022
9,30,5,372.34,34.31,Italy,2022
9,30,6,331.68,41.4,Italy,2022
9,30,7,316.54,44.63,Italy,2022
9,30,8,312.39,45.3,Italy,2022
9,30,9,313.73,44.98,Italy,2022
9,30,10,301.78,45.31,Italy,2022
9,30,11,303.01,43.84,Italy,2022
9,30,12,302.35,44.05,Italy,2022
9,30,13,312.06,42.39,Italy,2022
9,30,14,313.41,42.62,Italy,2022
9,30,15,332.02,39.04,Italy,2022
9,30,16,351.26,36.87,Italy,2022
9,30,17,339.13,40.51,Italy,2022
9,30,18,347.83,38.35,Italy,2022
9,30,19,353.14,36.67,Italy,2022
9,30,20,361.52,35.58,Italy,2022
9,30,21,352.14,39.04,Italy,2022
9,30,22,334.34,44.9,Italy,2022
9,30,23,325.21,46.69,Italy,2022
10,1,0,321.5,48.38,Italy,2022
10,1,1,318.37,49.36,Italy,2022
10,1,2,314.65,49.94,Italy,2022
10,1,3,317.89,48.96,Italy,2022
10,1,4,320.17,46.91,Italy,2022
10,1,5,315.5,47.23,Italy,2022
10,1,6,292.7,50.29,Italy,2022
10,1,7,266.87,53.96,Italy,2022
10,1,8,251.59,57.63,Italy,2022
10,1,9,229.11,63.25,Italy,2022
10,1,10,215.0,66.34,Italy,2022
10,1,11,207.84,67.37,Italy,2022
10,1,12,209.04,67.5,Italy,2022
10,1,13,201.15,68.18,Italy,2022
10,1,14,210.94,66.08,Italy,2022
10,1,15,235.85,61.12,Italy,2022
10,1,16,250.69,58.6,Italy,2022
10,1,17,251.51,60.96,Italy,2022
10,1,18,264.76,58.67,Italy,2022
10,1,19,274.04,55.76,Italy,2022
10,1,20,272.44,57.13,Italy,2022
10,1,21,277.37,57.59,Italy,2022
10,1,22,268.02,61.06,Italy,2022
10,1,23,272.28,61.21,Italy,2022
10,2,0,282.43,58.98,Italy,2022
10,2,1,283.94,59.08,Italy,2022
10,2,2,283.39,58.99,Italy,2022
10,2,3,281.78,59.01,Italy,2022
10,2,4,272.74,60.4,Italy,2022
10,2,5,269.11,60.68,Italy,2022
10,2,6,241.16,64.85,Italy,2022
10,2,7,207.03,68.84,Italy,2022
10,2,8,198.18,70.47,Italy,2022
10,2,9,195.85,70.31,Italy,2022
10,2,10,181.14,71.79,Italy,2022
10,2,11,175.5,72.3,Italy,2022
10,2,12,185.01,70.75,Italy,2022
10,2,13,182.67,71.1,Italy,2022
10,2,14,197.72,68.43,Italy,2022
10,2,15,254.04,59.84,Italy,2022
10,2,16,280.11,54.66,Italy,2022
10,2,17,276.06,57.27,Italy,2022
10,2,18,276.49,56.85,Italy,2022
10,2,19,273.65,57.19,Italy,2022
10,2,20,285.0,55.01,Italy,2022
10,2,21,288.54,55.76,Italy,2022
10,2,22,278.75,56.2,Italy,2022
10,2,23,283.66,56.11,Italy,2022
10,3,0,287.02,55.11,Italy,2022
10,3,1,292.42,53.98,Italy,2022
10,3,2,298.61,52.29,Italy,2022
10,3,3,315.95,47.2,Italy,2022
10,3,4,331.72,40.5,Italy,2022
10,3,5,343.11,39.12,Italy,2022
10,3,6,312.28,45.84,Italy,2022
10,3,7,288.8,48.23,Italy,2022
10,3,8,269.36,52.1,Italy,2022
10,3,9,262.14,53.43,Italy,2022
10,3,10,259.01,54.58,Italy,2022
10,3,11,249.53,56.86,Italy,2022
10,3,12,257.77,54.47,Italy,2022
10,3,13,264.56,53.07,Italy,2022
10,3,14,280.27,50.22,Italy,2022
10,3,15,319.35,42.04,Italy,2022
10,3,16,340.05,39.02,Italy,2022
10,3,17,337.45,41.67,Italy,2022
10,3,18,350.61,37.84,Italy,2022
10,3,19,358.58,35.34,Italy,2022
10,3,20,356.28,36.25,Italy,2022
10,3,21,352.62,38.71,Italy,2022
10,3,22,347.79,41.18,Italy,2022
10,3,23,350.53,40.41,Italy,2022
10,4,0,356.59,39.75,Italy,2022
10,4,1,364.08,37.85,Italy,2022
10,4,2,365.65,37.09,Italy,2022
10,4,3,362.59,35.58,Italy,2022
10,4,4,354.84,34.79,Italy,2022
10,4,5,338.64,37.11,Italy,2022
10,4,6,312.56,42.73,Italy,2022
10,4,7,302.71,43.71,Italy,2022
10,4,8,297.85,44.63,Italy,2022
10,4,9,282.98,48.45,Italy,2022
10,4,10,270.55,51.03,Italy,2022
10,4,11,262.47,52.67,Italy,2022
10,4,12,263.58,51.68,Italy,2022
10,4,13,277.92,47.76,Italy,2022
10,4,14,304.15,42.51,Italy,2022
10,4,15,335.75,36.24,Italy,2022
10,4,16,347.62,34.51,Italy,2022
10,4,17,352.55,37.07,Italy,2022
10,4,18,364.0,33.68,Italy,2022
10,4,19,375.57,28.99,Italy,2022
10,4,20,375.32,30.04,Italy,2022
10,4,21,375.37,31.34,Italy,2022
10,4,22,370.74,32.52,Italy,2022
10,4,23,372.62,32.94,Italy,2022
10,5,0,370.45,34.6,Italy,2022
10,5,1,363.48,36.36,Italy,2022
10,5,2,366.82,35.92,Italy,2022
10,5,3,372.62,33.45,Italy,2022
10,5,4,370.3,31.3,Italy,2022
10,5,5,363.68,35.23,Italy,2022
10,5,6,330.14,41.26,Italy,2022
10,5,7,302.89,43.77,Italy,2022
10,5,8,284.84,47.56,Italy,2022
10,5,9,269.86,51.07,Italy,2022
10,5,10,267.17,51.73,Italy,2022
10,5,11,269.26,51.46,Italy,2022
10,5,12,275.03,50.13,Italy,2022
10,5,13,290.57,46.76,Italy,2022
10,5,14,309.13,42.59,Italy,2022
10,5,15,347.02,35.17,Italy,2022
10,5,16,361.93,34.33,Italy,2022
10,5,17,353.69,36.88,Italy,2022
10,5,18,366.87,33.67,Italy,2022
10,5,19,372.81,30.36,Italy,2022
10,5,20,366.05,32.2,Italy,2022
10,5,21,368.05,33.0,Italy,2022
10,5,22,369.49,33.82,Italy,2022
10,5,23,367.51,34.82,Italy,2022
10,6,0,372.02,34.63,Italy,2022
10,6,1,361.59,37.38,Italy,2022
10,6,2,369.08,35.89,Italy,2022
10,6,3,376.75,32.8,Italy,2022
10,6,4,387.74,27.28,Italy,2022
10,6,5,374.21,28.88,Italy,2022
10,6,6,343.84,35.12,Italy,2022
10,6,7,328.94,37.5,Italy,2022
10,6,8,315.29,39.77,Italy,2022
10,6,9,310.73,40.88,Italy,2022
10,6,10,305.67,42.16,Italy,2022
10,6,11,295.83,45.65,Italy,2022
10,6,12,299.6,45.15,Italy,2022
10,6,13,313.25,41.62,Italy,2022
10,6,14,344.86,34.97,Italy,2022
10,6,15,373.37,27.42,Italy,2022
10,6,16,373.25,28.74,Italy,2022
10,6,17,381.0,32.99,Italy,2022
10,6,18,370.06,30.05,Italy,2022
10,6,19,388.05,27.04,Italy,2022
10,6,20,389.31,27.99,Italy,2022
10,6,21,390.97,28.84,Italy,2022
10,6,22,373.92,35.11,Italy,2022
10,6,23,370.22,36.84,Italy,2022
10,7,0,373.68,37.86,Italy,2022
10,7,1,367.63,38.8,Italy,2022
10,7,2,360.8,40.17,Italy,2022
10,7,3,359.87,39.58,Italy,2022
10,7,4,371.19,32.95,Italy,2022
10,7,5,359.45,35.66,Italy,2022
10,7,6,332.33,40.71,Italy,2022
10,7,7,313.96,43.09,Italy,2022
10,7,8,305.22,43.89,Italy,2022
10,7,9,291.71,46.38,Italy,2022
10,7,10,295.82,45.47,Italy,2022
10,7,11,291.08,46.78,Italy,2022
10,7,12,295.23,46.35,Italy,2022
10,7,13,310.35,43.68,Italy,2022
10,7,14,328.86,40.0,Italy,2022
10,7,15,359.29,33.36,Italy,2022
10,7,16,361.21,33.69,Italy,2022
10,7,17,356.34,38.1,Italy,2022
10,7,18,367.36,34.76,Italy,2022
10,7,19,379.47,30.6,Italy,2022
10,7,20,380.57,31.47,Italy,2022
10,7,21,376.22,33.24,Italy,2022
10,7,22,372.58,37.09,Italy,2022
10,7,23,371.45,38.45,Italy,2022
10,8,0,370.41,40.29,Italy,2022
10,8,1,368.85,40.51,Italy,2022
10,8,2,373.43,39.55,Italy,2022
10,8,3,374.85,39.63,Italy,2022
10,8,4,370.1,39.65,Italy,2022
10,8,5,359.99,42.69,Italy,2022
10,8,6,333.84,46.07,Italy,2022
10,8,7,314.07,48.13,Italy,2022
10,8,8,294.71,52.35,Italy,2022
10,8,9,296.64,50.89,Italy,2022
10,8,10,290.62,51.63,Italy,2022
10,8,11,281.6,54.14,Italy,2022
10,8,12,279.53,55.15,Italy,2022
10,8,13,283.82,54.66,Italy,2022
10,8,14,313.29,47.43,Italy,2022
10,8,15,348.34,39.42,Italy,2022
10,8,16,364.37,38.36,Italy,2022
10,8,17,354.07,43.71,Italy,2022
10,8,18,358.81,40.81,Italy,2022
10,8,19,372.41,37.54,Italy,2022
10,8,20,376.89,34.66,Italy,2022
10,8,21,385.59,33.45,Italy,2022
10,8,22,367.29,40.4,Italy,2022
10,8,23,371.42,41.04,Italy,2022
10,9,0,375.33,41.48,Italy,2022
10,9,1,373.8,41.08,Italy,2022
10,9,2,373.83,40.69,Italy,2022
10,9,3,360.81,42.84,Italy,2022
10,9,4,361.45,41.69,Italy,2022
10,9,5,352.87,43.38,Italy,2022
10,9,6,340.25,45.36,Italy,2022
10,9,7,315.39,49.13,Italy,2022
10,9,8,301.21,51.79,Italy,2022
10,9,9,293.0,53.43,Italy,2022
10,9,10,283.26,55.41,Italy,2022
10,9,11,280.4,57.0,Italy,2022
10,9,12,285.72,56.01,Italy,2022
10,9,13,280.37,56.85,Italy,2022
10,9,14,305.65,51.1,Italy,2022
10,9,15,340.57,42.06,Italy,2022
10,9,16,355.12,41.1,Italy,2022
10,9,17,346.59,43.56,Italy,2022
10,9,18,356.52,40.56,Italy,2022
10,9,19,363.54,37.63,Italy,2022
10,9,20,375.22,35.7,Italy,2022
10,9,21,381.64,35.48,Italy,2022
10,9,22,374.06,37.81,Italy,2022
10,9,23,371.52,40.32,Italy,2022
10,10,0,376.14,39.6,Italy,2022
10,10,1,375.09,40.1,Italy,2022
10,10,2,376.95,39.29,Italy,2022
10,10,3,376.89,36.88,Italy,2022
10,10,4,387.35,30.09,Italy,2022
10,10,5,383.66,29.35,Italy,2022
10,10,6,364.03,34.97,Italy,2022
10,10,7,354.08,35.72,Italy,2022
10,10,8,352.27,34.73,Italy,2022
10,10,9,345.99,35.97,Italy,2022
10,10,10,351.51,34.81,Italy,2022
10,10,11,350.49,35.31,Italy,2022
10,10,12,361.0,33.19,Italy,2022
10,10,13,372.05,30.41,Italy,2022
10,10,14,378.92,28.66,Italy,2022
10,10,15,383.83,27.55,Italy,2022
10,10,16,386.33,28.32,Italy,2022
10,10,17,378.07,32.65,Italy,2022
10,10,18,387.0,28.53,Italy,2022
10,10,19,398.65,26.28,Italy,2022
10,10,20,408.12,25.34,Italy,2022
10,10,21,411.41,25.8,Italy,2022
10,10,22,387.23,31.61,Italy,2022
10,10,23,381.98,33.77,Italy,2022
10,11,0,384.14,34.05,Italy,2022
10,11,1,379.82,34.93,Italy,2022
10,11,2,373.2,35.84,Italy,2022
10,11,3,380.18,31.89,Italy,2022
10,11,4,393.47,25.35,Italy,2022
10,11,5,376.63,28.46,Italy,2022
10,11,6,348.69,34.56,Italy,2022
10,11,7,334.68,36.57,Italy,2022
10,11,8,323.24,38.22,Italy,2022
10,11,9,315.27,40.62,Italy,2022
10,11,10,306.8,43.48,Italy,2022
10,11,11,299.48,45.71,Italy,2022
10,11,12,311.78,42.72,Italy,2022
10,11,13,327.12,38.48,Italy,2022
10,11,14,347.56,33.59,Italy,2022
10,11,15,374.84,27.19,Italy,2022
10,11,16,382.6,25.91,Italy,2022
10,11,17,394.21,30.36,Italy,2022
10,11,18,381.93,26.06,Italy,2022
10,11,19,400.58,22.53,Italy,2022
10,11,20,408.19,21.54,Italy,2022
10,11,21,406.86,23.19,Italy,2022
10,11,22,393.65,28.88,Italy,2022
10,11,23,392.73,29.89,Italy,2022
10,12,0,391.21,30.25,Italy,2022
10,12,1,392.12,30.2,Italy,2022
10,12,2,386.33,31.06,Italy,2022
10,12,3,390.01,28.06,Italy,2022
10,12,4,408.45,20.44,Italy,2022
10,12,5,385.58,26.21,Italy,2022
10,12,6,357.5,31.79,Italy,2022
10,12,7,343.03,33.38,Italy,2022
10,12,8,342.24,34.06,Italy,2022
10,12,9,331.72,37.01,Italy,2022
10,12,10,324.69,38.77,Italy,2022
10,12,11,312.69,42.18,Italy,2022
10,12,12,324.61,39.57,Italy,2022
10,12,13,346.7,34.62,Italy,2022
10,12,14,366.28,29.55,Italy,2022
10,12,15,385.28,25.37,Italy,2022
10,12,16,375.38,27.68,Italy,2022
10,12,17,367.87,31.2,Italy,2022
10,12,18,379.19,27.12,Italy,2022
10,12,19,392.73,25.7,Italy,2022
10,12,20,401.49,24.77,Italy,2022
10,12,21,401.28,26.31,Italy,2022
10,12,22,397.29,28.78,Italy,2022
10,12,23,395.72,30.05,Italy,2022
10,13,0,399.72,29.79,Italy,2022
10,13,1,395.28,30.96,Italy,2022
10,13,2,390.25,31.35,Italy,2022
10,13,3,388.97,30.04,Italy,2022
10,13,4,391.12,26.61,Italy,2022
10,13,5,381.06,26.84,Italy,2022
10,13,6,363.78,30.66,Italy,2022
